id_produto,nome_produto,sku,id_categoria,fornecedor,preco,peso_kg,estoque_disponivel,ativo,precisa_revisao,data_cadastro_produto,total_pedidos,receita_total,ticket_medio,total_unidades_vendidas,total_avaliacoes,media_nota_produto,media_nota_nps,pct_recomendacoes_sim,total_tickets,media_tempo_resolucao_horas,media_nota_suporte,timestamp_ingestion_gold
PROD-0298,Kit Hidratação Capilar,BELE-KIT-BELEZA-0298,CATEG-0002,Beleza Total Atacado,51.00,0.55,40,Sim,Não,2023-09-28,576,67826.36,117.75,1593,274,3.59,7.31,78.47,43,65.89,2.84,2026-05-16 20:42:35.119941
PROD-0299,Escova Progressiva,BELZ-ESCOVA-BELEZA-0299,CATEG-0002,Beleza Total Atacado,243.00,1.23,355,Não,Não,2025-01-19,299,170946.62,571.73,842,143,3.64,7.23,78.32,28,54.4,3.04,2026-05-16 20:42:35.119941
PROD-0300,Kit Barba Completo,BELE-KIT-BEAUTY-0300,CATEG-0002,Beauty Import Brasil,158.00,0.83,0,Não,Não,2023-03-04,306,102873.16,336.19,751,143,3.58,7.19,76.22,21,52.61,3.29,2026-05-16 20:42:35.119941
PROD-0301,Protetor Labial,BELE-PROTETOR-BEAUTY-0301,CATEG-0002,Beauty Import Brasil,15.00,0.77,292,Não,Não,2023-09-24,585,20222.81,34.57,1546,301,3.67,7.46,79.07,48,55.03,3.44,2026-05-16 20:42:35.119941
PROD-0302,Shampoo Anticaspa 400ml,BELE-SHAMPOO-BELEZA-0302,CATEG-0002,Beleza Total Atacado,47.00,1.2,246,Sim,Não,2020-04-30,638,70695.99,110.81,1722,335,3.7,7.24,75.82,58,59.19,3.34,2026-05-16 20:42:35.119941
PROD-0303,Condicionador Hidratante 400ml,BELE-CONDICIONADOR-BEAUTY-0303,CATEG-0002,Beauty Import Brasil,50.00,0.63,239,Sim,Não,2022-07-25,599,69381.72,115.83,1673,300,3.64,7.18,75.67,50,62.58,3.1,2026-05-16 20:42:35.119941
PROD-0304,Creme De Barbear,BELE-CREME-COSMÉTICOS-0304,CATEG-0002,Cosméticos Do Brasil Ltda,53.00,0.77,176,Não,Não,2021-01-06,602,71612.43,118.96,1570,309,3.68,7.33,78.64,63,68.84,3.35,2026-05-16 20:42:35.119941
PROD-0305,Pos-barba Hidratante,BELE-POS-BARBA-BELEZA-0305,CATEG-0002,Beleza Total Atacado,80.00,0.19,368,Sim,Não,2019-01-04,584,109242.79,187.06,1586,301,3.5,6.85,73.42,40,63.7,3.18,2026-05-16 20:42:35.119941
PROD-0306,Loção Pos-sol,BELE-LOÇÃO-BELEZA-0306,CATEG-0002,Beleza Total Atacado,73.00,0.26,279,Sim,Não,2023-02-13,611,103668.23,169.67,1686,291,3.65,7.19,77.66,49,57.09,3.51,2026-05-16 20:42:35.119941
PROD-0307,Autobronzeador,BELE-AUTOBRONZEADOR-PERFUMES-0307,CATEG-0002,Perfumes & Cia,135.00,1.38,194,Não,Não,2019-12-05,291,94249.88,323.88,835,144,3.63,7.09,74.31,24,63.86,2.92,2026-05-16 20:42:35.119941
PROD-0308,Creme De Depilação,BEL-CREME-BELEZA-0308,CATEG-0002,Beleza Total Atacado,80.00,1.0,427,Sim,Não,2025-11-11,601,108520.51,180.57,1635,277,3.67,7.09,73.29,51,63.34,3.24,2026-05-16 20:42:35.119941
PROD-0309,Cera Depilatória,BELE-CERA-BEAUTY-0309,CATEG-0002,Beauty Import Brasil,45.00,0.84,332,Sim,Não,2018-07-23,568,58381.87,102.78,1538,298,3.68,7.34,74.5,31,74.42,3.58,2026-05-16 20:42:35.119941
PROD-0310,Kit Coloração Cabelo,BELE-KIT-BEAUTY-0310,CATEG-0002,Beauty Import Brasil,-1.00,0.93,96,Sim,Não,2023-03-02,658,148993.8,226.43,1746,353,3.75,7.44,78.47,48,57.93,3.31,2026-05-16 20:42:35.119941
PROD-0311,Tinta Para Cabelo,BELE-TINTA-BEAUTY-0311,CATEG-0002,Beauty Import Brasil,-1.00,0.74,107,Não,Não,2020-03-06,601,141091.25,234.76,1662,283,3.69,7.15,75.62,48,66.14,3.58,2026-05-16 20:42:35.119941
PROD-0312,Pneu Aro 15,AUTO-PNEU-PEÇAS-0312,CATEG-0001,Peças & Cia Distribuidora,-1.00,6.08,198,Sim,Não,2021-04-06,622,158647.29,255.06,1800,291,3.73,7.2,78.69,34,72.83,3.35,2026-05-16 20:42:35.119941
PROD-0313,Pneu Aro 14,AUTO-PNEU-AUTOMOTIVO-0313,CATEG-0001,Automotivo Import,432.00,5.01,-1,Sim,Sim,2020-10-11,129,128428.25,995.57,337,61,3.54,6.85,72.13,10,34.37,3.4,2026-05-16 20:42:35.119941
PROD-0314,Pneu Aro 16,AUTO-PNEU-AUTOPEÇAS-0314,CATEG-0001,Autopeças Brasil Ltda,551.00,13.17,232,Sim,Não,2020-05-01,125,177842.84,1422.74,354,52,3.58,6.92,80.77,7,78.4,2.14,2026-05-16 20:42:35.119941
PROD-0315,Pneu Aro 17,AUTO-PNEU-AUTOPEÇAS-0315,CATEG-0001,Autopeças Brasil Ltda,556.00,22.27,169,Não,Não,2022-11-12,153,206591.79,1350.27,416,83,3.43,6.86,67.47,11,101.49,3.0,2026-05-16 20:42:35.119941
PROD-0316,Bateria Automotiva 60ah,AUTO-BATERIA-PEÇAS-0316,CATEG-0001,Peças & Cia Distribuidora,516.00,18.18,411,Sim,Não,2025-06-21,119,150851.35,1267.66,349,61,3.64,7.23,75.41,4,62.75,3.75,2026-05-16 20:42:35.119941
PROD-0317,Bateria Automotiva 45ah,AUTO-BATERIA-AUTOPEÇAS-0317,CATEG-0001,Autopeças Brasil Ltda,512.00,8.16,483,Sim,Não,2018-04-12,125,150291.26,1202.33,325,61,3.64,7.05,70.49,10,73.55,3.5,2026-05-16 20:42:35.119941
PROD-0318,Bateria Automotiva 80ah,AUTO-BATERIA-PEÇAS-0318,CATEG-0001,Peças & Cia Distribuidora,686.00,21.97,385,Sim,Não,2020-04-02,136,206006.7,1514.76,346,62,3.82,7.48,77.42,9,81.15,2.89,2026-05-16 20:42:35.119941
PROD-0319,Oleo De Motor 5w30 4l,AUTO-OLEO-AUTOPEÇAS-0319,CATEG-0001,Autopeças Brasil Ltda,-1.00,6.3,350,Não,Não,2021-03-12,608,146055.43,240.22,1678,303,3.67,7.3,77.56,44,61.61,3.3,2026-05-16 20:42:35.119941
PROD-0320,Oleo De Motor 10w40 4l,AUTO-OLEO-AUTOPEÇAS-0320,CATEG-0001,Autopeças Brasil Ltda,170.00,8.78,3,Sim,Não,2021-07-16,300,123884.29,412.95,815,142,3.65,7.07,73.94,18,67.16,2.61,2026-05-16 20:42:35.119941
PROD-0321,Oleo De Motor 0w20 4l,NULL-OLEO-PEÇAS-0321,CATEG-0008,Peças & Cia Distribuidora,-1.00,1.27,450,Sim,Sim,2023-12-24,595,138405.45,232.61,1641,301,3.51,7.1,72.76,54,72.22,3.43,2026-05-16 20:42:35.119941
PROD-0322,Central Multimidia 7 Polegadas,AUTO-CENTRAL-AUTOPEÇAS-0322,CATEG-0001,Autopeças Brasil Ltda,592.00,21.65,165,Sim,Não,2025-01-17,123,157186.9,1277.94,292,56,3.2,6.5,67.86,9,61.18,3.11,2026-05-16 20:42:35.119941
PROD-0323,Central Multimidia 9 Polegadas,AUTO-CENTRAL-AUTOPEÇAS-0323,CATEG-0001,Autopeças Brasil Ltda,904.00,17.78,4,Sim,Não,2026-01-16,87,186510.16,2143.79,246,43,3.63,7.67,88.37,7,86.89,3.43,2026-05-16 20:42:35.119941
PROD-0324,Capa Para Banco Dianteiro Par,AUTO-CAPA-AUTOMOTIVO-0324,CATEG-0001,Automotivo Import,165.00,22.5,133,Sim,Não,2020-01-20,305,115495.4,378.67,843,145,3.81,7.29,80.69,30,63.06,3.1,2026-05-16 20:42:35.119941
PROD-0325,Capa Para Banco Traseiro,AUTO-CAPA-AUTOPEÇAS-0325,CATEG-0001,Autopeças Brasil Ltda,297.00,14.09,238,Sim,Não,2024-04-14,284,201320.73,708.88,781,154,3.58,7.23,72.73,27,61.84,3.33,2026-05-16 20:42:35.119941
PROD-0326,Tapete Automotivo 4 Pecas,AUTO-TAPETE-AUTOPEÇAS-0326,CATEG-0001,Autopeças Brasil Ltda,161.00,12.8,131,Sim,Não,2026-02-23,329,126272.32,383.81,916,166,3.67,7.39,75.3,20,54.76,3.15,2026-05-16 20:42:35.119941
PROD-0327,Tapete Automotivo Personalizado,AUTO-TAPETE-PEÇAS-0327,CATEG-0001,Peças & Cia Distribuidora,291.00,22.15,166,Sim,Não,2019-01-04,280,189364.76,676.3,758,148,3.53,7.24,75.0,25,77.23,3.24,2026-05-16 20:42:35.119941
PROD-0328,Suporte Veicular Celular,AUTO-SUPORTE-AUTOPEÇAS-0328,CATEG-0001,Autopeças Brasil Ltda,66.00,23.16,198,Sim,Não,2022-01-30,567,88254.39,155.65,1494,289,3.55,6.86,73.36,47,68.24,3.0,2026-05-16 20:42:35.119941
PROD-0329,Camera De Re,AUTO-CAMERA-AUTOPEÇAS-0329,CATEG-0001,Autopeças Brasil Ltda,124.00,11.96,410,Sim,Não,2022-03-28,279,84976.52,304.58,784,141,3.72,7.59,80.14,22,58.31,3.55,2026-05-16 20:42:35.119941
PROD-0330,Camera Frontal,AUTO-CAMERA-PEÇAS-0330,CATEG-0001,Peças & Cia Distribuidora,-1.00,8.53,299,Sim,Não,2018-02-09,632,154357.82,244.24,1746,315,3.69,7.23,74.6,48,52.79,3.33,2026-05-16 20:42:35.119941
PROD-0331,Alarme Automotivo Completo,AUTO-ALARME-AUTOPEÇAS-0331,CATEG-0001,Autopeças Brasil Ltda,544.00,10.89,85,Sim,Não,2021-12-07,124,154717.68,1247.72,326,58,3.74,7.83,81.03,11,106.46,2.55,2026-05-16 20:42:35.119941
PROD-0332,Pelicula Automotiva Solar,AUTO-PELICULA-AUTOPEÇAS-0332,CATEG-0001,Autopeças Brasil Ltda,192.00,1.22,146,Não,Não,2023-10-02,321,146030.4,454.92,858,153,3.63,7.19,77.78,34,55.79,3.38,2026-05-16 20:42:35.119941
PROD-0333,Extintor De Incendio Veicular,AUTO-EXTINTOR-PEÇAS-0333,CATEG-0001,Peças & Cia Distribuidora,137.00,9.3,457,Sim,Não,2018-10-06,295,94292.73,319.64,754,158,3.68,7.25,78.48,27,65.95,3.04,2026-05-16 20:42:35.119941
PROD-0334,Chave De Roda,AUTO-CHAVE-AUTOPEÇAS-0334,CATEG-0001,Autopeças Brasil Ltda,38.00,11.98,227,Sim,Não,2024-12-26,643,57463.89,89.37,1761,294,3.56,6.88,71.43,49,58.02,3.22,2026-05-16 20:42:35.119941
PROD-0335,Caixa De Som Automotiva,AUTO-CAIXA-AUTOPEÇAS-0335,CATEG-0001,Autopeças Brasil Ltda,240.00,19.77,91,Não,Não,2025-02-22,289,172092.06,595.47,782,137,3.69,7.42,77.37,25,66.4,2.84,2026-05-16 20:42:35.119941
PROD-0336,Lampada Led Automotiva H4,AUTO-LAMPADA-AUTOMOTIVO-0336,CATEG-0001,Automotivo Import,81.00,21.65,172,Sim,Não,2023-06-22,570,110089.35,193.14,1560,286,3.51,6.81,72.38,46,62.04,3.5,2026-05-16 20:42:35.119941
PROD-0337,Carregador Veicular Usb,AUTO-CARREGADOR-PEÇAS-0337,CATEG-0001,Peças & Cia Distribuidora,118.00,16.34,186,Sim,Não,2024-08-26,286,79623.47,278.4,784,151,3.71,7.41,77.48,28,58.02,3.25,2026-05-16 20:42:35.119941
PROD-0338,Aspirador Veicular 12v,AUTO-ASPIRADOR-AUTOMOTIVO-0338,CATEG-0001,Automotivo Import,221.00,21.21,296,Sim,Não,2022-02-09,305,163059.32,534.62,870,151,3.58,6.87,70.86,35,61.19,3.14,2026-05-16 20:42:35.119941
PROD-0339,Para-brisa Defletor,AUTO-PARA-BRISA-PEÇAS-0339,CATEG-0001,Peças & Cia Distribuidora,242.00,13.54,317,Sim,Não,2021-10-06,276,154138.8,558.47,753,139,3.68,7.02,72.66,29,62.68,3.1,2026-05-16 20:42:35.119941
PROD-0340,Capa De Chuva Para Carro,AUTO-CAPA-AUTOMOTIVO-0340,CATEG-0001,Automotivo Import,248.00,21.9,479,Não,Não,2018-09-23,295,166879.69,565.69,754,138,3.69,7.49,78.26,22,96.44,2.77,2026-05-16 20:42:35.119941
PROD-0341,Triangulo De Sinalizacao,AUTO-TRIANGULO-PEÇAS-0341,CATEG-0001,Peças & Cia Distribuidora,67.00,7.91,89,Sim,Não,2020-09-07,568,91977.27,161.93,1595,283,3.58,7.22,75.97,39,48.18,3.51,2026-05-16 20:42:35.119941
PROD-0342,Cabo De Ligacao Veicular,AUTO-CABO-AUTOPEÇAS-0342,CATEG-0001,Autopeças Brasil Ltda,-1.00,24.08,340,Sim,Não,2019-08-03,629,149470.49,237.63,1711,343,3.73,7.34,79.01,49,73.36,3.02,2026-05-16 20:42:35.119941
PROD-0343,Gps Veicular,AUTO-GPS-AUTOPEÇAS-0343,CATEG-0001,Autopeças Brasil Ltda,210.00,23.16,16,Sim,Não,2022-11-04,292,152497.31,522.25,836,139,3.61,6.94,74.82,33,59.79,3.33,2026-05-16 20:42:35.119941
PROD-0344,Retrovisor Com Monitor,AUTO-RETROVISOR-PEÇAS-0344,CATEG-0001,Peças & Cia Distribuidora,276.00,12.77,461,Sim,Não,2023-01-08,276,179311.22,649.68,729,142,3.67,7.05,73.94,20,61.49,3.2,2026-05-16 20:42:35.119941
PROD-0345,Sensor De Estacionamento,AUTO-SENSOR-AUTOPEÇAS-0345,CATEG-0001,Autopeças Brasil Ltda,173.00,-1.0,39,Não,Sim,2022-03-23,301,117264.48,389.58,754,157,3.66,7.31,77.07,24,74.5,3.25,2026-05-16 20:42:35.119941
PROD-0346,Volante Esportivo,AUTO-VOLANTE-AUTOMOTIVO-0346,CATEG-0001,Automotivo Import,307.00,22.97,38,Não,Não,2026-01-10,118,89249.3,756.35,319,57,3.65,7.39,77.19,5,83.06,3.4,2026-05-16 20:42:35.119941
PROD-0347,Pedal Esportivo Kit,AUTO-PEDAL-AUTOPEÇAS-0347,CATEG-0001,Autopeças Brasil Ltda,193.00,0.75,484,Sim,Não,2025-12-29,295,143582.96,486.72,866,145,3.63,7.28,75.17,24,58.59,3.08,2026-05-16 20:42:35.119941
PROD-0348,Capa De Volante,AUTO-CAPA-AUTOMOTIVO-0348,CATEG-0001,Automotivo Import,33.00,20.86,280,Sim,Não,2024-03-14,598,48399.03,80.93,1625,296,3.58,7.01,71.96,45,67.78,3.29,2026-05-16 20:42:35.119941
PROD-0349,Organizador De Porta Malas,AUTO-ORGANIZADOR-AUTOMOTIVO-0349,CATEG-0001,Automotivo Import,190.00,24.75,345,Sim,Não,2021-11-01,280,129483.09,462.44,763,141,3.73,7.42,78.01,22,59.39,3.77,2026-05-16 20:42:35.119941
PROD-0350,Bomba De Ar Compressor 12v,AUT-BOMBA-AUTOPEÇAS-0350,CATEG-0001,Autopeças Brasil Ltda,-1.00,19.2,131,Sim,Não,2020-10-28,577,142566.79,247.08,1583,280,3.56,7.24,75.71,54,67.82,3.11,2026-05-16 20:42:35.119941
PROD-0351,Macaco Hidraulico 2t,AUTO-MACACO-AUTOMOTIVO-0351,CATEG-0001,Automotivo Import,427.00,6.9,381,Sim,Não,2025-03-29,126,123847.15,982.91,302,72,3.53,6.94,69.44,8,45.47,3.25,2026-05-16 20:42:35.119941
PROD-0352,Limpador De Para-brisa Par,AUTO-LIMPADOR-PEÇAS-0352,CATEG-0001,Peças & Cia Distribuidora,148.00,2.36,0,Sim,Não,2024-11-27,307,107104.22,348.87,828,160,3.68,7.45,78.13,18,66.44,2.89,2026-05-16 20:42:35.119941
PROD-0353,Fluido De Freio 500ml,AUT-FLUIDO-AUTOPEÇAS-0353,CATEG-0001,Autopeças Brasil Ltda,75.00,6.03,21,Sim,Não,2022-08-05,606,109005.75,179.88,1673,307,3.76,7.44,79.48,41,49.09,3.15,2026-05-16 20:42:35.119941
PROD-0354,Fluido De Arrefecimento 1l,AUTO-FLUIDO-AUTOPEÇAS-0354,CATEG-0001,Autopeças Brasil Ltda,47.00,0.32,0,Sim,Não,2025-04-05,594,67418.28,113.5,1643,301,3.6,7.07,75.08,39,57.65,3.13,2026-05-16 20:42:35.119941
PROD-0355,Cera Automotiva 500g,AUTO-CERA-PEÇAS-0355,CATEG-0001,Peças & Cia Distribuidora,62.00,-1.0,497,Não,Sim,2024-02-14,643,95185.55,148.03,1760,311,3.58,7.1,72.03,50,55.41,3.32,2026-05-16 20:42:35.119941
PROD-0356,Shampoo Automotivo 1l,NULL-SHAMPOO-AUTOPEÇAS-0356,CATEG-0008,Autopeças Brasil Ltda,51.00,13.82,1,Sim,Não,2022-06-19,614,68864.25,112.16,1627,313,3.7,7.28,77.96,49,66.0,3.41,2026-05-16 20:42:35.119941
PROD-0357,Pretinho Para Pneu,AUTO-PRETINHO-AUTOMOTIVO-0357,CATEG-0001,Automotivo Import,59.00,11.11,349,Sim,Não,2018-08-02,615,87499.12,142.27,1695,306,3.62,7.32,79.41,44,43.88,3.43,2026-05-16 20:42:35.119941
PROD-0358,Flanela Automotiva Kit 5,AUTO-FLANELA-PEÇAS-0358,CATEG-0001,Peças & Cia Distribuidora,73.00,16.59,437,Não,Não,2025-10-12,571,98939.65,173.27,1543,277,3.66,7.3,75.81,41,72.26,3.34,2026-05-16 20:42:35.119941
PROD-0359,Suporte Para Bicicleta Veicular,AUTO-SUPORTE-AUTOMOTIVO-0359,CATEG-0001,Automotivo Import,215.00,-1.0,17,Sim,Sim,2019-12-28,348,178482.67,512.88,946,194,3.52,6.74,70.62,34,60.46,2.76,2026-05-16 20:42:35.119941
PROD-0360,Rack De Teto Universal,AUTO-RACK-AUTOPEÇAS-0360,CATEG-0001,Autopeças Brasil Ltda,318.00,22.64,137,Não,Não,2024-03-31,124,94741.53,764.04,342,61,3.79,7.56,78.69,12,56.44,3.5,2026-05-16 20:42:35.119941
PROD-0361,Forro De Cacamba,AUTO-FORRO-AUTOPEÇAS-0361,CATEG-0001,Autopeças Brasil Ltda,471.00,-1.0,335,Sim,Sim,2025-12-17,143,162995.62,1139.83,406,69,3.67,7.17,75.36,3,80.37,3.0,2026-05-16 20:42:35.119941
PROD-0362,Buzina Automotiva,AUTO-BUZINA-AUTOPEÇAS-0362,CATEG-0001,Autopeças Brasil Ltda,-1.00,5.61,28,Não,Não,2021-03-31,580,140399.05,242.07,1588,308,3.59,6.99,75.65,46,65.27,3.76,2026-05-16 20:42:35.119941
PROD-0363,Kit Primeiros Socorros Veicular,AUTO-KIT-PEÇAS-0363,CATEG-0001,Peças & Cia Distribuidora,40.00,7.24,33,Não,Não,2023-01-08,607,59267.7,97.64,1729,308,3.68,7.07,75.32,56,58.18,3.25,2026-05-16 20:42:35.119941
PROD-0364,Desembacador De Para-brisa,AUTO-DESEMBACADOR-PEÇAS-0364,CATEG-0001,Peças & Cia Distribuidora,47.00,0.65,160,Não,Não,2019-04-11,569,62868.3,110.49,1542,273,3.77,7.32,78.02,47,54.91,3.17,2026-05-16 20:42:35.119941
PROD-0365,Polidor Automotivo 500g,AUTO-POLIDOR-PEÇAS-0365,CATEG-0001,Peças & Cia Distribuidora,74.00,4.76,341,Sim,Não,2024-09-14,536,93564.87,174.56,1492,266,3.62,7.13,76.69,39,55.64,3.05,2026-05-16 20:42:35.119941
PROD-0366,Selante De Pneu,AUTO-SELANTE-AUTOPEÇAS-0366,CATEG-0001,Autopeças Brasil Ltda,46.00,9.6,432,Sim,Não,2019-11-11,614,67615.88,110.12,1659,302,3.64,7.2,76.16,41,72.53,3.68,2026-05-16 20:42:35.119941
PROD-0367,Filtro De Ar Veicular,AUTO-FILTRO-AUTOPEÇAS-0367,CATEG-0001,Autopeças Brasil Ltda,92.00,6.67,153,Sim,Não,2023-08-05,588,126404.0,214.97,1573,296,3.59,7.25,77.03,55,68.76,3.24,2026-05-16 20:42:35.119941
PROD-0368,Vela De Ignicao Kit 4,AUTO-VELA-AUTOPEÇAS-0368,CATEG-0001,Autopeças Brasil Ltda,65.00,4.61,307,Sim,Não,2019-12-13,579,89958.22,155.37,1545,284,3.7,7.1,74.3,53,52.34,3.23,2026-05-16 20:42:35.119941
PROD-0369,Correia Dentada Kit,AUTO-CORREIA-AUTOPEÇAS-0369,CATEG-0001,Autopeças Brasil Ltda,160.00,10.52,-1,Sim,Sim,2025-08-20,286,107982.15,377.56,774,140,3.62,7.4,77.86,14,46.58,3.57,2026-05-16 20:42:35.119941
PROD-0370,Amortecedor Traseiro Par,AUTO-AMORTECEDOR-AUTOPEÇAS-0370,CATEG-0001,Autopeças Brasil Ltda,615.00,16.44,362,Não,Não,2026-01-22,125,182666.49,1461.33,330,64,3.61,7.14,73.44,15,79.74,3.4,2026-05-16 20:42:35.119941
PROD-0371,Pastilha De Freio Kit,NULL-PASTILHA-PEÇAS-0371,CATEG-0008,Peças & Cia Distribuidora,208.00,21.7,164,Sim,Não,2020-02-03,269,126173.24,469.05,723,123,3.54,6.98,73.17,23,72.68,2.43,2026-05-16 20:42:35.119941
PROD-0372,Boneca Articulada 30cm,BRIN-BONECA-FUN-0372,CATEG-0003,Fun Kids Distribuidora,145.00,5.72,0,Sim,Não,2022-06-27,322,104540.86,324.66,867,149,3.44,6.46,68.46,24,75.12,3.13,2026-05-16 20:42:35.119941
PROD-0373,Boneca Baby 20cm,BRIN-BONECA-TOY-0373,CATEG-0003,Toy Import Atacado,-1.00,0.2,104,Sim,Não,2019-11-27,575,128527.83,223.53,1577,296,3.63,7.25,75.0,40,50.9,3.33,2026-05-16 20:42:35.119941
PROD-0374,Carrinho De Controle Remoto,BRIN-CARRINHO-BRINQUEDOS-0374,CATEG-0003,Brinquedos Do Brasil Ltda,165.00,6.25,32,Sim,Não,2022-04-21,321,113107.7,352.36,833,158,3.77,7.33,78.48,23,76.18,3.09,2026-05-16 20:42:35.119941
PROD-0375,Carrinho De Friccao Kit 5,BRIN-CARRINHO-FUN-0375,CATEG-0003,Fun Kids Distribuidora,140.00,5.75,153,Sim,Não,2021-08-14,284,89278.82,314.36,798,131,3.61,6.98,74.05,21,75.29,3.14,2026-05-16 20:42:35.119941
PROD-0376,Jogo De Tabuleiro Familia,BRIN-JOGO-BRINQUEDOS-0376,CATEG-0003,Brinquedos Do Brasil Ltda,160.00,1.13,337,Sim,Não,2018-06-22,302,107919.82,357.35,832,162,3.4,6.75,68.52,19,42.63,3.21,2026-05-16 20:42:35.119941
PROD-0377,Jogo De Cartas Uno,BRIN-JOGO-TOY-0377,CATEG-0003,Toy Import Atacado,71.00,2.9,84,Não,Não,2019-12-30,561,93070.54,165.9,1548,300,3.58,7.22,77.33,42,72.88,3.31,2026-05-16 20:42:35.119941
PROD-0378,Xadrez Magnetico,BRIN-XADREZ-BRINQUEDOS-0378,CATEG-0003,Brinquedos Do Brasil Ltda,128.00,5.27,282,Não,Não,2023-10-25,310,88029.75,283.97,849,162,3.73,7.33,79.01,22,71.38,3.18,2026-05-16 20:42:35.119941
PROD-0379,Quebra-cabeca 1000 Pecas,BRIN-QUEBRA-CABECA-BRINQUEDOS-0379,CATEG-0003,Brinquedos Do Brasil Ltda,53.00,7.88,462,Não,Não,2024-12-09,598,72028.29,120.45,1674,305,3.67,7.31,78.03,42,51.73,3.79,2026-05-16 20:42:35.119941
PROD-0380,Quebra-cabeca 500 Pecas,BRIN-QUEBRA-CABECA-FUN-0380,CATEG-0003,Fun Kids Distribuidora,73.00,1.97,291,Sim,Não,2020-06-05,574,95533.25,166.43,1586,291,3.66,7.37,79.04,43,73.65,3.07,2026-05-16 20:42:35.119941
PROD-0381,Quebra-cabeca 3d,BRIN-QUEBRA-CABECA-FUN-0381,CATEG-0003,Fun Kids Distribuidora,154.00,0.68,117,Não,Não,2023-09-27,301,103081.1,342.46,812,135,3.53,6.93,74.07,23,64.0,3.52,2026-05-16 20:42:35.119941
PROD-0382,Blocos De Montar 200 Pecas,BRIN-BLOCOS-BRINQUEDOS-0382,CATEG-0003,Brinquedos Do Brasil Ltda,-1.00,5.35,486,Não,Não,2025-07-11,593,132604.45,223.62,1638,305,3.74,7.4,78.36,59,50.64,3.36,2026-05-16 20:42:35.119941
PROD-0383,Blocos De Montar 500 Pecas,BRIN-BLOCOS-BRINQUEDOS-0383,CATEG-0003,Brinquedos Do Brasil Ltda,457.00,3.3,145,Sim,Não,2023-07-13,116,118161.1,1018.63,316,49,3.47,6.8,73.47,7,68.0,3.57,2026-05-16 20:42:35.119941
PROD-0384,Pelucia 40cm,BRIN-PELUCIA-BRINQUEDOS-0384,CATEG-0003,Brinquedos Do Brasil Ltda,183.00,7.84,416,Sim,Não,2025-07-17,297,122509.44,412.49,799,137,3.81,7.34,79.56,31,65.97,3.13,2026-05-16 20:42:35.119941
PROD-0385,Pelucia 60cm,BRIN-PELUCIA-BRINQUEDOS-0385,CATEG-0003,Brinquedos Do Brasil Ltda,291.00,4.19,87,Sim,Não,2024-06-06,300,185046.72,616.82,796,138,3.72,7.32,79.71,20,51.07,3.35,2026-05-16 20:42:35.119941
PROD-0386,Pelucia Gigante 80cm,BRIN-PELUCIA-TOY-0386,CATEG-0003,Toy Import Atacado,165.00,2.11,114,Sim,Não,2026-03-06,316,112361.41,355.57,843,173,3.58,6.99,73.99,25,67.37,3.2,2026-05-16 20:42:35.119941
PROD-0387,Kit Massinha De Modelar,BRIN-KIT-BRINQUEDOS-0387,CATEG-0003,Brinquedos Do Brasil Ltda,81.00,1.25,72,Sim,Não,2025-12-30,595,108342.36,182.09,1666,307,3.64,7.09,72.96,49,70.75,3.33,2026-05-16 20:42:35.119941
PROD-0388,Pista De Corrida Eletrica,BRIN-PISTA-BRINQUEDOS-0388,CATEG-0003,Brinquedos Do Brasil Ltda,546.00,4.35,75,Sim,Não,2018-09-01,125,158872.4,1270.98,352,64,3.72,7.02,76.56,9,48.74,3.33,2026-05-16 20:42:35.119941
PROD-0389,Robo Interativo,BRIN-ROBO-FUN-0389,CATEG-0003,Fun Kids Distribuidora,-1.00,1.03,3,Sim,Sim,2025-09-22,631,139278.66,220.73,1665,309,3.61,7.1,76.05,50,62.49,3.46,2026-05-16 20:42:35.119941
PROD-0390,Robo Programavel,BRIN-ROBO-FUN-0390,CATEG-0003,Fun Kids Distribuidora,490.00,1.63,270,Não,Não,2019-04-30,122,133912.08,1097.64,330,50,3.76,6.9,74.0,11,72.02,3.55,2026-05-16 20:42:35.119941
PROD-0391,Patinete Infantil,BRIN-PATINETE-BRINQUEDOS-0391,CATEG-0003,Brinquedos Do Brasil Ltda,334.00,3.52,426,Sim,Não,2022-01-20,131,90496.38,690.81,332,64,3.56,7.56,78.13,16,60.4,3.13,2026-05-16 20:42:35.119941
PROD-0392,Bicicleta Infantil Aro 16,BRIN-BICICLETA-FUN-0392,CATEG-0003,Fun Kids Distribuidora,366.00,5.12,427,Não,Não,2021-05-07,125,104639.89,837.12,377,58,3.64,6.95,74.14,15,79.57,2.8,2026-05-16 20:42:35.119941
PROD-0393,Bicicleta Infantil Aro 12,BRIN-BICICLETA-BRINQUEDOS-0393,CATEG-0003,Brinquedos Do Brasil Ltda,201.00,2.99,-1,Sim,Sim,2023-04-09,284,134843.73,474.8,798,142,3.44,6.84,69.72,19,57.45,3.21,2026-05-16 20:42:35.119941
PROD-0394,Escorregador Infantil,BRIN-ESCORREGADOR-FUN-0394,CATEG-0003,Fun Kids Distribuidora,203.00,1.02,254,Sim,Não,2022-03-19,326,145146.41,445.23,871,176,3.5,7.12,76.14,27,52.82,3.37,2026-05-16 20:42:35.119941
